index,prediction
1649,7.5 centimetre
1650,75 centimetre
1651,160 centimetre
1652,52 centimetre
1653,39.3 inch
1654,
1655,2.32 centimetre
1656,9.45 inch
1657,50 centimetre
1658,13 centimetre
1659,13 inch
1660,33 centimetre
1661,
1662,12.5 centimetre
1663,900 watt
1664,19 centimetre
1665,
1666,66.6 foot
1667,
1668,2.5 ounce
1669,9 centimetre
1670,50 watt
1671,6 centimetre
1672,6 centimetre
1673,65 centimetre
1674,187 pound
1675,15.5 centimetre
1676,
1677,330 pound
1678,34 inch
1679,6 volt
1680,
1681,11.02 inch
1682,5.85 ounce
1683,125 gram
1684,40 kilogram
1685,24 millimetre
1686,10.5 centimetre
1687,41 centimetre
1688,16 millimetre
1689,16 millimetre
1690,100 gram
1691,50 kilogram
1692,30 kilogram
1693,
1694,
1695,5.9 inch
1696,
1697,20.7 gram
1698,265 kilogram
1699,12 volt
1700,12 volt
1701,29.5 centimetre
1702,28 centimetre
1703,6.7 centimetre
1704,28 centimetre
1705,20 centimetre
1706,113 gram
1707,125 millimetre
1708,125 millimetre
1709,6.5 centimetre
1710,2.7 metre
1711,2.7 metre
1712,2 centimetre
1713,3.5 centimetre
1714,1.5 inch
1715,1.5 centimetre
1716,0.99 kilogram
1717,
1718,
1719,
1720,27 centimetre
1721,40 kilogram
1722,7.5 centimetre
1723,9.5 centimetre
1724,2930 watt
1725,
1726,110 volt
1727,150 kilogram
1728,250 kilogram
1729,
1730,10 volt
1731,76.2 centimetre
1732,250 kilogram
1733,
1734,60 centimetre
1735,60 centimetre
1736,26 centimetre
1737,10.22 centimetre
1738,18 volt
1739,18 volt
1740,200 kilogram
1741,
1742,5.8 centimetre
1743,110 pound
1744,11.5 ounce
1745,120 volt
1746,750 watt
1747,
1748,340 millimetre
1749,180 millimetre
1750,35 millimetre
1751,35 millimetre
1752,15.0 inch
1753,19 volt
1754,
1755,6 centimetre
1756,16 inch
1757,0.67 inch
1758,20.5 centimetre
1759,6 watt
1760,12 volt
1761,
1762,0.7 centimetre
1763,0.7 centimetre
1764,1200 volt
1765,
1766,
1767,25 millimetre
1768,15 gram
1769,265 pound
1770,120 pound
1771,
1772,220 volt
1773,4.13 centimetre
1774,4.13 inch
1775,1 kilogram
1776,6.17 gram
1777,13.8 centimetre
1778,27 inch
1779,20 volt
1780,20 watt
1781,24 centimetre
1782,10 inch
1783,4 inch
1784,238.54 millimetre
1785,238.54 millimetre
1786,6.3 inch
1789,31.1 inch
1790,10 centimetre
1791,10 centimetre
1792,
1793,10 gram
1794,37 centimetre
1795,37 centimetre
1796,400 centimetre
1797,35 centimetre
1798,0.9 centimetre
1799,4.1 inch
1800,63 centimetre
1801,15 ounce
1802,265 pound
1803,17 inch
1804,21 inch
1805,100 centimetre
1806,1.8 gram
1807,41.5 centimetre
1808,1775.5 centimetre
1809,
1810,19 centimetre
1811,19 centimetre
1812,3.1 centimetre
1813,6.29 inch
1814,3.1 centimetre
1815,150 kilogram
1816,27 centimetre
1817,10.62 centimetre
1818,7 ounce
1819,20 volt
1820,3 ounce
1821,7.0 inch
1822,7.8 centimetre
1823,
1824,60 watt
1825,-60 volt
1826,46.3 centimetre
1827,
1828,0.98 inch
1829,2.5 centimetre
1830,6.7 centimetre
1831,
1832,61.5 centimetre
1833,75 centimetre
1834,51.2 centimetre
1835,75 centimetre
1836,
1837,40.1 inch
1838,3 centimetre
1839,75 centimetre
1840,1.1 centimetre
1841,406 gram
1842,103 centimetre
1843,
1844,3 centimetre
1845,74 inch
1846,65 volt
1847,65 watt
1848,52.5 gram
1849,2.9 centimetre
1850,12.5 centimetre
1851,1.4 inch
1852,2.7 centimetre
1853,15 centimetre
1854,12 centimetre
1855,265 pound
1856,
1857,440 millimetre
1858,350 pound
1859,50 pound
1860,
1861,700 pound
1862,10.5 centimetre
1863,4.1 centimetre
1864,55 centimetre
1865,11 centimetre
1866,
1867,90 watt
1868,120 volt
1869,7.7 pound
1870,18.5 centimetre
1871,200 millimetre
1872,2.0 inch
1873,2 centimetre
1874,12 centimetre
1875,28 volt
1876,20 kilogram
1877,
1878,
1879,12 volt
1880,
1881,12 volt
1882,
1883,29 centimetre
1884,11.4 inch
1885,
1886,5.12 centimetre
1887,
1888,9 centimetre
1889,1.8 volt
1890,19.5 centimetre
1891,2.95 centimetre
1892,7.5 centimetre
1893,13.5 centimetre
1894,2.9 pound
1895,275 kilogram
1896,65 volt
1897,2.3 metre
1898,12 gram
1899,36 centimetre
1900,800 pound
1901,1.1 centimetre
1902,1.7 centimetre
1903,4.7 inch
1904,4.7 centimetre
1905,3.5 inch
1906,2.9 inch
1907,200 pound
1908,17.0 centimetre
1909,6.0 centimetre
1910,3.8 centimetre
1911,9 inch
1912,14.5 centimetre
1913,125 centimetre
1914,18 volt
1915,500 kilogram
1916,
1917,
1918,15 centimetre
1919,33 pound
1920,90 gram
1921,300 gram
1922,75 centimetre
1923,45 millimetre
1924,1.9 centimetre
1925,18 centimetre
1926,
1927,
1928,60.5 centimetre
1929,
1930,5.9 inch
1931,5.9 centimetre
1932,
1933,13.33 centimetre
1934,120 volt
1935,40 centimetre
1936,
1937,110 volt
1938,110 volt
1939,150 kilogram
1940,
1941,
1942,2.5 ounce
1943,35 centimetre
1944,40 centimetre
1945,1.5 litre
1946,
1947,76 centimetre
1948,76 centimetre
1949,12 centimetre
1951,
1952,4.2 ounce
1953,
1954,
1955,1 centimetre
1956,34 inch
1957,910 gram
1958,
1959,3.8 centimetre
1960,
1961,8 centimetre
1962,8 centimetre
1963,24 inch
1964,16 inch
1965,7 inch
1966,
1967,80 inch
1968,150 millimetre
1969,270 centimetre
1970,44 centimetre
1971,53 kilogram
1972,25.9 centimetre
1973,8 centimetre
1974,8 centimetre
1975,4 millimetre
1976,
1977,1200 millimetre
1978,283 gram
1979,92 millimetre
1980,61 millimetre
1981,3 inch
1982,
1983,25 centimetre
1984,50 centimetre
1985,
1986,
1987,27.45 gram
1988,2.2 ounce
1989,300 pound
1990,30 centimetre
1991,
1992,42 centimetre
1993,42 inch
1994,40 centimetre
1995,
1996,93.5 centimetre
1997,19.5 centimetre
1998,3.6 centimetre
1999,11.75 inch
2000,100 millimetre
2001,90 centimetre
2002,2.4 inch
2003,8 gram
2004,
2005,6.68 volt
2006,16 volt
2007,5.5 centimetre
2008,23 centimetre
2009,
2010,5 volt
2011,5.5 watt
2012,2.56 centimetre
2013,0.98 centimetre
2014,
2015,108 centimetre
2016,108 centimetre
2017,
2018,1.6 pound
2019,
2020,100 gram
2021,
2022,100 kilogram
2023,1 centimetre
2024,
2025,18 centimetre
2026,18 centimetre
2027,
2028,18.5 centimetre
2029,33 centimetre
2030,170 centimetre
2031,
2032,
2033,15 centimetre
2034,6.00 centimetre
2035,2 kilogram
2036,25 kilogram
2037,
2038,330 pound
2039,13 centimetre
2040,24 kilogram
2041,2.5 centimetre
2042,15 centimetre
2043,120 millimetre
2044,231 millimetre
2045,1.5 ounce
2046,12.3 kilogram
2047,90 centimetre
2048,34.5 centimetre
2049,10.6 inch
2050,100 centimetre
2051,8 gram
2052,
2053,2.4 foot
2054,1.30 inch
2055,3 centimetre
2056,3 inch
2057,3 inch
2058,40 millimetre
2059,
2060,2 ounce
2061,12 volt
2062,25 centimetre
2063,108 millimetre
2064,12.5 inch
2065,40 centimetre
2066,40 centimetre
2067,39.4 centimetre
2068,30 centimetre
2069,
2070,
2071,12 volt
2072,35.6 centimetre
2073,13 centimetre
2074,8 ounce
2075,3.8 volt
2076,12.2 centimetre
2077,1.5 centimetre
2078,6 volt
2079,76 centimetre
2080,160 centimetre
2081,27.9 inch
2082,100 centimetre
2083,160 volt
2084,3.3 centimetre
2085,3.3 inch
2086,3.3 inch
2087,15 ounce
2088,1.65 pound
2089,
2090,2 inch
2091,8.7 centimetre
2092,
2093,19.2 volt
2094,3.7 watt
2095,236 gram
2096,11.4 inch
2097,3 inch
2098,
2099,4500 watt
2100,4500 watt
2101,4500 volt
2102,
2103,13 millimetre
2104,13 millimetre
2105,1.7 ounce
2106,200 gram
2107,0.475 kilogram
2108,40 watt
2109,
2110,23 centimetre
2111,80 centimetre
2112,220 millimetre
2113,170 millimetre
2114,21 ounce
2115,0.59 inch
2116,25 kilogram
2117,
2118,200 watt
2119,70 millimetre
2120,94 millimetre
2121,8.4 centimetre
2122,7 centimetre
2123,25 centimetre
2124,25 centimetre
2125,
2126,
2127,2.55 inch
2128,2.55 inch
2129,45 gram
2130,
2131,38 centimetre
2132,38 centimetre
2133,38 centimetre
2134,250 gram
2135,15.6 volt
2136,
2137,75 centimetre
2138,115 centimetre
2139,079 watt
2140,115 volt
2141,7 inch
2142,18.5 inch
2143,
2144,550 watt
2145,550 watt
2146,
2147,
2148,
2149,15 centimetre
2150,4.5 centimetre
2151,5 centimetre
2152,4 inch
2153,4 inch
2154,
2155,
2156,155.1 centimetre
2157,14 centimetre
2158,20 centimetre
2159,1000 pound
2160,2.3 inch
2161,12 volt
2162,
2163,
2164,2.16 centimetre
2165,1.57 inch
2166,82 centimetre
2167,12 watt
2168,
2169,17 gram
2170,29.5 centimetre
2171,0.5 centimetre
2172,20 centimetre
2173,12 centimetre
2174,6 centimetre
2175,60 centimetre
2176,
2177,1300 watt
2178,220 volt
2179,21.3 centimetre
2180,
2181,
2182,6.7 centimetre
2183,20.0 centimetre
2184,16.7 centimetre
2185,15.4 gram
2186,1200 watt
2187,1200 watt
2188,20.5 centimetre
2189,
2190,1.2 volt
2191,14.75 ounce
2192,
2193,26 centimetre
2194,26 centimetre
2195,0 centimetre
2196,
2197,3 foot
2198,9.5 centimetre
2199,9.5 centimetre
2200,7 centimetre
2201,5 centimetre
2202,113 centimetre
2203,58 centimetre
2204,
2205,97.99 centimetre
2206,1.79 metre
2207,1.79 metre
2208,56 centimetre
2209,4 ounce
2210,23 centimetre
2211,75 gram
2212,3 pound
2213,1.38 inch
2214,2.55 inch
2215,
2216,15 gram
2217,178 centimetre
2218,21 centimetre
2219,
2220,63 centimetre
2221,2.76 inch
2222,2.76 inch
2223,
2224,120 volt
2225,1500 watt
2226,24.80 inch
2227,
2228,5.3 pound
2229,800 kilogram
2230,163 centimetre
2231,10 centimetre
2232,10 centimetre
2233,23.04 pound
2234,12 volt
2235,26.5 centimetre
2236,11.5 centimetre
2237,24 centimetre
2238,4.9 foot
2239,2.1 foot
2240,
2241,24 watt
2242,
2243,3.3 gram
2244,
2245,
2246,
2247,1.8 centimetre
2248,2.7 centimetre
2249,1.8 inch
2250,11.5 centimetre
2251,1.55 inch
2252,1.55 centimetre
2253,5 inch
2254,3.5 centimetre
2255,26.5 centimetre
2256,25 kilogram
2257,6.8 centimetre
2258,5.03 inch
2259,2.51 inch
2260,25 watt
2261,1.92 foot
2262,12 volt
2263,12 volt
2264,9 volt
2265,115 volt
2266,16 ounce
2267,8.2 pound
2268,6.4 volt
2269,3.54 inch
2270,7.9 centimetre
2271,20 centimetre
2272,15 centimetre
2273,8.8 kilogram
2274,65 pound
2275,11 volt
2276,
2277,400 watt
2278,400 volt
2279,400 millimetre
2280,400 centimetre
2281,170 gram
2282,140 centimetre
2283,20 volt
2284,120 centimetre
2285,
2286,
2287,54 watt
2288,120 volt
2289,75 centimetre
2290,75 centimetre
2291,2068 centimetre
2292,
2293,23 centimetre
2294,29.5 centimetre
2295,25 watt
2296,15 volt
2297,4.29 gram
2298,45 centimetre
2299,
2300,450 pound
2301,
2302,
2303,39 inch
2304,31.5 centimetre
2305,23.6 centimetre
2306,
2307,14 inch
2308,
2309,
2310,90 volt
2311,
2312,100 centimetre
2313,31 centimetre
2314,30 centimetre
2315,98 centimetre
2316,12 volt
2317,
2318,38.44 inch
2319,7 gram
2320,3.5 centimetre
2321,4 inch
2322,57 gram
2323,8.22 ounce
2324,0.45 watt
2325,
2326,12 volt
2327,50 kilogram
2328,32.5 centimetre
2329,50 centimetre
2330,33 centimetre
2331,23 centimetre
2332,23 centimetre
2333,40 centimetre
2334,
2335,
2336,265 pound
2337,135.36 millimetre
2338,71 millimetre
2339,13.6 centimetre
2340,60 gram
2341,8 centimetre
2342,11 centimetre
2343,
2344,453.6 gram
2345,14.5 centimetre
2346,15.7 inch
2347,10 volt
2348,10 volt
2349,8.5 inch
2350,20.32 centimetre
2351,300 watt
2352,300 watt
2353,
2354,6.5 centimetre
2355,88 millimetre
2356,28.74 centimetre
2357,23.6 inch
2358,117 centimetre
2359,53 centimetre
2360,1.89 pound
2361,175 millimetre
2362,90 ounce
2363,
2364,12 volt
2365,41.3 centimetre
2366,7.8 inch
2367,99 centimetre
2368,7.9 centimetre
2369,4.7 centimetre
2370,2 kilogram
2371,45 pound
2372,6.6 pound
2373,76 centimetre
2374,360 millimetre
2375,2.5 centimetre
2376,25.5 centimetre
2377,44.49 inch
2378,150 kilogram
2379,2.4 inch
2380,191.5 centimetre
2381,
2382,1.8 gram
2383,700 watt
2384,23 centimetre
2385,
2386,35 pound
2387,
2388,19 centimetre
2389,5.3 centimetre
2390,12 gram
2391,15.25 centimetre
2392,43 centimetre
2393,54.4 centimetre
2394,54.4 centimetre
2395,0.31 centimetre
2396,
2397,220 pound
2398,37.8 centimetre
2399,45 centimetre
2400,
2401,25 centimetre
2402,20 gram
2403,26 millimetre
2404,12 volt
2405,260 centimetre
2406,0.76 centimetre
2407,4.5 centimetre
2408,40 centimetre
2409,29 centimetre
2410,
2411,12 centimetre
2412,
2413,
2414,6.5 inch
2415,
2416,9.5 inch
2417,21 centimetre
2418,37 centimetre
2419,19 centimetre
2420,6.1 inch
2421,8.5 centimetre
2422,3.3 inch
2423,30 gram
2424,23.0 centimetre
2425,90 gram
2426,
2427,190 centimetre
2428,60 centimetre
2429,60 centimetre
2430,
2431,1000 watt
2432,1000 watt
2433,10 inch
2434,
2435,
2436,11 foot
2437,7.5 centimetre
2438,7.5 centimetre
2439,18.7 centimetre
2440,5.7 centimetre
2441,0.39 inch
2442,6.5 kilogram
2443,343 gram
2444,
2445,200 volt
2446,
2447,32 centimetre
2448,84 centimetre
2449,
2450,84 inch
2451,400 watt
2452,140 volt
2453,
2454,2.2 centimetre
2455,5.6 centimetre
2456,60 centimetre
2457,180 centimetre
2458,41 centimetre
2459,84 inch
2460,22.4 centimetre
2461,900 watt
2462,220 volt
2463,65 pound
2464,110 volt
2465,35 centimetre
2466,113 gram
2467,21 centimetre
2468,62 millimetre
2469,7.5 centimetre
2470,
2471,
2472,30 centimetre
2473,30 centimetre
2474,11.2 centimetre
2475,11.2 centimetre
2476,11.2 centimetre
2477,2 centimetre
2478,
2479,10 centimetre
2480,3.6 watt
2481,3.6 volt
2482,32 centimetre
2483,12 ounce
2484,5.1 centimetre
2485,2.4 centimetre
2486,2.56 inch
2487,2.56 centimetre
2488,-700 volt
2489,700 watt
2490,23.6 inch
2491,
2492,12 volt
2493,3.93 centimetre
2494,1.96 centimetre
2495,1.96 centimetre
2496,23.3 centimetre
2497,1024 volt
2498,1 centimetre
2499,64 ounce
2500,45 centimetre
2501,300 kilogram
2502,8 centimetre
2503,7.2 centimetre
2504,71.5 inch
2505,71.5 inch
2506,
2507,93 millimetre
2508,200 kilogram
2509,5 ounce
2510,20 watt
2511,20 watt
2512,
2513,15 centimetre
2514,3.14 inch
2515,8 centimetre
2516,
2517,6 ounce
2518,155 ounce
2519,15 centimetre
2520,35 centimetre
2521,512 volt
2522,100 watt
2523,10000 kilogram
2524,200 centimetre
2525,
2526,300 watt
2527,80 centimetre
2528,12 ounce
2529,60 gram
2530,48 centimetre
2531,
2532,
2533,30.5 centimetre
2534,304.8 metre
2535,304.8 centimetre
2536,250 gram
2537,8.07 inch
2538,23 millimetre
2539,23 millimetre
2540,13 centimetre
2541,
2542,500 watt
2543,200 gram
2544,1.1 centimetre
2545,29.7 centimetre
2546,11.67 inch
2547,20 centimetre
2548,40 centimetre
2549,75 centimetre
2550,90 centimetre
2551,250 kilogram
2552,
2553,4.7 inch
2554,
2555,75 millimetre
2556,75 millimetre
2557,112 gram
2558,30.7 centimetre
2559,140 centimetre
2560,76 centimetre
2561,265 pound
2562,65 gram
2563,2000 watt
2564,2000 watt
2565,2000 watt
2566,
2567,
2568,
2569,18 volt
2570,400 watt
2571,
2572,6 centimetre
2573,09 centimetre
2574,5 volt
2575,21 centimetre
2576,21.6 volt
2577,4.4 ounce
2578,700 pound
2579,
2580,
2581,3 gram
2582,120 volt
2583,60 watt
2584,
2585,190.9 gram
2586,
2587,9.05 centimetre
2588,0.05 inch
2589,8 kilogram
2590,1.4 kilogram
2591,3.3 inch
2592,8.5 centimetre
2593,140 centimetre
2594,0.32 ounce
2595,15 centimetre
2596,18 centimetre
2597,10 pound
2598,70 millimetre
2599,20.3 centimetre
2600,8.5 centimetre
2601,8.5 centimetre
2602,65 centimetre
2603,264.5 kilogram
2604,280 gram
2605,35 centimetre
2606,
2607,300 gram
2608,35 centimetre
2609,47.5 centimetre
2610,5.9 inch
2611,
2612,5.9 centimetre
2613,12.59 inch
2614,3.34 centimetre
2615,
2616,0.27 volt
2617,
2618,330 pound
2619,28 centimetre
2620,28 centimetre
2621,11 inch
2622,12 inch
2623,180 centimetre
2624,12 centimetre
2625,12.5 inch
2626,6.5 inch
2627,
2628,
2629,10 volt
2630,200 kilogram
2631,
2632,
2633,110 watt
2634,110 volt
2635,3.14 centimetre
2636,3.14 inch
2637,40 centimetre
2638,19.69 inch
2639,100 pound
2640,1.0 inch
2641,8.4 inch
2642,3.2 centimetre
2643,208 volt
2644,380 watt
2645,3.05 gram
2646,
2647,7 centimetre
2648,17 centimetre
2649,9.8 inch
2650,4.5 centimetre
2651,9.8 inch
2652,4.6 inch
2653,9 watt
2654,18 inch
2655,0.51 gram
2656,600 gram
2657,600 kilogram
2658,
2659,12 volt
2660,
2661,6.89 inch
2662,2.87 centimetre
2663,9.75 inch
2664,
2665,36 centimetre
2666,14 centimetre
2667,3 ounce
2668,
2669,117 millimetre
2670,117 millimetre
2671,
2672,75 centimetre
2673,100 kilogram
2674,75 centimetre
2675,80 centimetre
2676,1500 watt
2677,5 inch
2678,
2679,30 centimetre
2680,11.8 centimetre
2681,180 centimetre
2682,18 centimetre
2683,5.5 inch
2684,14 centimetre
2685,220 watt
2686,230 volt
2687,
2688,40 volt
2689,40 watt
2690,12 volt
2691,3 inch
2692,7.5 centimetre
2693,7.5 centimetre
2694,7.5 centimetre
2695,
2696,10 ounce
2697,26 centimetre
2698,160 centimetre
2699,2.55 inch
2700,6.1 centimetre
2701,
2702,600 pound
2703,3 ounce
2704,
2705,245 centimetre
2706,12 volt
2707,5 volt
2708,11 centimetre
2709,90 centimetre
2710,3.23 centimetre
2711,7.5 centimetre
2712,275 gram
2713,330 pound
2714,
2715,30 pound
2716,20 centimetre
2717,20 centimetre
2718,15 centimetre
2719,14.1 centimetre
2720,5.89 centimetre
2721,90 millimetre
2722,90 millimetre
2723,19 centimetre
2724,113 gram
2725,2.1 inch
2726,21 centimetre
2727,6 centimetre
2728,
2729,0.6 inch
2730,0.6 centimetre
2731,
2732,75 kilogram
2733,12 volt
2734,17 watt
2735,20 watt
2736,20 volt
2737,300 watt
2738,392 volt
2739,3.5 pound
2740,13 centimetre
2741,19 centimetre
2742,13 centimetre
2743,63 centimetre
2744,3.7 volt
2745,
2746,28.25 inch
2747,
2748,6 centimetre
2749,65 centimetre
2750,46 centimetre
2751,250 gram
2752,
2753,5 centimetre
2754,120 volt
2755,6.5 inch
2756,
2757,8.2 centimetre
2758,
2759,1570 watt
2760,1570 volt
2761,18.5 centimetre
2762,1.6 centimetre
2763,75 kilogram
2764,1 ounce
2765,8.9 inch
2766,15.7 inch
2767,7.5 centimetre
2768,3 centimetre
2769,5.5 ounce
2770,0.75 gram
2771,1.9 centimetre
2772,1.9 centimetre
2773,0.34 ounce
2774,150 kilogram
2775,161 centimetre
2776,
2777,120 watt
2778,120 watt
2779,1 kilogram
2780,220 volt
2781,1.6 gram
2782,21.5 centimetre
2783,
2784,
2785,22 centimetre
2786,22 centimetre
2787,180 gram
2788,8 ounce
2789,10 metre
2790,
2791,10 metre
2792,12.00 centimetre
2793,.73 millimetre
2794,73 centimetre
2795,
2796,2.36 centimetre
2797,11.5 centimetre
2798,10 centimetre
2799,2268 kilogram
2800,102 centimetre
2801,189 centimetre
2802,227 gram
2803,14 centimetre
2804,5.52 inch
2805,103.5 centimetre
2806,35 centimetre
2807,8 centimetre
2808,45 kilogram
2809,51 millimetre
2810,71.5 centimetre
2811,7.5 centimetre
2812,
2813,1100 watt
2814,3.2 ounce
2815,
2816,
2817,6.5 centimetre
2818,
2819,15 kilogram
2820,2.1 volt
2821,4 gram
2822,175 centimetre
2823,24 centimetre
2824,92 centimetre
2825,11 pound
2826,7.9 watt
2827,120 volt
2828,1350 volt
2829,1350 watt
2830,8 centimetre
2831,5.7 centimetre
2832,7.8 centimetre
2833,1600 watt
2834,4.41 ounce
2835,25 millimetre
2836,
2837,40 centimetre
2838,2.16 centimetre
2839,5.5 centimetre
2840,150 kilogram
2841,220 volt
2842,47 centimetre
2843,
2844,
2845,
2846,2.5 ounce
2847,29.8 centimetre
2848,29.8 centimetre
2849,8 centimetre
2850,
2851,
2852,5 millimetre
2853,5 millimetre
2854,
2855,2.2 inch
2856,
2857,
2858,1.8 inch
2859,1.8 centimetre
2860,180 millimetre
2861,180 millimetre
2862,16.8 volt
2863,16.8 volt
2864,32 ounce
2865,-15 gram
2866,15 watt
2867,30 centimetre
2868,120 centimetre
2869,8 ounce
2870,120 volt
2872,12.4 centimetre
2873,10 centimetre
2874,37 centimetre
2875,8.46 centimetre
2876,2.29 ounce
2877,25 kilogram
2878,0.79 centimetre
2879,35 centimetre
2880,75 gram
2881,2.17 inch
2882,23.8 gram
2883,40 centimetre
2884,25 centimetre
2885,25 centimetre
2886,11.5 kilogram
2887,8 inch
2888,8 inch
2889,400 volt
2890,
2891,51 millimetre
2892,51 millimetre
2893,
2894,
2895,
2896,1000 watt
2897,50 gram
2898,140 centimetre
2899,11 centimetre
2900,4.0 centimetre
2901,4.8 centimetre
2902,38.83 inch
2903,
2904,6 ounce
2905,7.5 centimetre
2906,
2907,18 volt
2908,50 inch
2909,
2910,5.5 centimetre
2911,8.3 inch
2912,57 centimetre
2913,28 centimetre
2914,3 volt
2915,50 centimetre
2916,16 centimetre
2917,1200 watt
2918,1200 watt
2919,3.6 inch
2920,3.6 inch
2921,250 gram
2922,3.8 centimetre
2923,4.1 inch
2924,4.1 inch
2925,4.1 centimetre
2926,1.5 centimetre
2927,1.5 inch
2928,3.54 centimetre
2929,
2930,3.54 inch
2931,
2932,265 pound
2933,25 kilogram
2934,20 centimetre
2935,20 centimetre
2936,103 centimetre
2937,20 centimetre
2938,7.87 inch
2939,450 gram
2940,154 pound
2941,
2942,2 inch
2943,2 inch
2944,4 inch
2945,3.73 centimetre
2946,12 volt
2947,210 millimetre
2948,210 millimetre
2949,
2950,4 centimetre
2951,2.4 gram
2952,12.7 centimetre
2953,12.7 centimetre
2954,
2955,12 volt
2956,50 watt
2957,50 volt
2958,
2959,37 inch
2960,140 centimetre
2961,2 centimetre
2962,26 volt
2963,30 centimetre
2964,12 ounce
2965,1.8 volt
2966,30 centimetre
2967,120 volt
2968,
2969,5.5 centimetre
2970,6.5 gram
2971,18.75 centimetre
2972,04 centimetre
2973,5.32 inch
2974,5.32 centimetre
2975,28 ounce
2976,48 centimetre
2977,15 millimetre
2978,1150 watt
2979,
2980,12 inch
2981,12 inch
2982,
2983,
2984,28 centimetre
2985,410 gram
2986,330 pound
2987,30 volt
2988,
2989,38 watt
2990,
2991,50 gram
2992,95 millimetre
2993,7 centimetre
2994,7 centimetre
2995,21 centimetre
2996,5 volt
2997,5 watt
2998,6 gram
2999,150 kilogram
3000,5 foot
3001,9.64 centimetre
3002,
3003,5 centimetre
